assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
159443812,159079733,Cryptocarya burkillii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
159443812,159079733,Cryptocarya burkillii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
159443837,159080036,Cryptocarya cavei,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
159443837,159080036,Cryptocarya cavei,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
159443837,159080036,Cryptocarya cavei,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
159443837,159080036,Cryptocarya cavei,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
159443877,159080601,Cryptocarya dekae,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
159443877,159080601,Cryptocarya dekae,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
159443877,159080601,Cryptocarya dekae,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
159443877,159080601,Cryptocarya dekae,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
159443962,159103471,Cryptocarya insularis,11.4,Storms & flooding,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Future,
159443962,159103471,Cryptocarya insularis,1.3,Tourism & recreation areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Future,
159444007,159104035,Cryptocarya lawsonii,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
159444007,159104035,Cryptocarya lawsonii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
159444007,159104035,Cryptocarya lawsonii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
159444007,159104035,Cryptocarya lawsonii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
159444152,159121187,Cryptocarya simonsii,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
159444152,159121187,Cryptocarya simonsii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
159444152,159121187,Cryptocarya simonsii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
159444152,159121187,Cryptocarya simonsii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,6.1,Recreational activities,1.2,Ecosystem degradation,,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
166095955,54478,Ghatophryne ornata,8.2.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166096204,54584,Duttaphrynus beddomii,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096204,54584,Duttaphrynus beddomii,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096204,54584,Duttaphrynus beddomii,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096204,54584,Duttaphrynus beddomii,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
166096204,54584,Duttaphrynus beddomii,6.1,Recreational activities,1.2,Ecosystem degradation,,,,,,,Ongoing,
166096204,54584,Duttaphrynus beddomii,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,,,,Unknown,
166096204,54584,Duttaphrynus beddomii,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
166096204,54584,Duttaphrynus beddomii,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
166096349,54593,Duttaphrynus brevirostris,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
166096349,54593,Duttaphrynus brevirostris,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096349,54593,Duttaphrynus brevirostris,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096349,54593,Duttaphrynus brevirostris,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166096562,54684,Beduka koynayensis,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096562,54684,Beduka koynayensis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096562,54684,Beduka koynayensis,3.3,Renewable energy,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166096562,54684,Beduka koynayensis,11.1,Habitat shifting & alteration,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
166098755,58203,Amolops chakrataensis,7.2.1,Abstraction of surface water (domestic use),1.2,Ecosystem degradation,,,,,,,Ongoing,
166098755,58203,Amolops chakrataensis,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
166098755,58203,Amolops chakrataensis,7.2.9,Small dams,1.2,Ecosystem degradation,,,,,,,Ongoing,
166098755,58203,Amolops chakrataensis,7.2.10,Large dams,1.2,Ecosystem degradation,,,,,,,Ongoing,
166098755,58203,Amolops chakrataensis,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166099369,58273,Minervarya keralensis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166099369,58273,Minervarya keralensis,9.3.3,Herbicides and pesticides,2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Unknown,Unknown,,Ongoing,
166099369,58273,Minervarya keralensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166100666,197660098,Indirana beddomii,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166100666,197660098,Indirana beddomii,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166100666,197660098,Indirana beddomii,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,,,,Ongoing,
166100666,197660098,Indirana beddomii,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166100666,197660098,Indirana beddomii,11.5,Other impacts,1.2,Ecosystem degradation,,,,,,,Future,
166100666,197660098,Indirana beddomii,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
166100666,197660098,Indirana beddomii,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Future,
166100666,197660098,Indirana beddomii,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166101287,58312,Walkerana leptodactyla,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166101287,58312,Walkerana leptodactyla,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166101287,58312,Walkerana leptodactyla,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166101287,58312,Walkerana leptodactyla,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Ongoing,
166101287,58312,Walkerana leptodactyla,7.3,Other ecosystem modifications,2.2,Species disturbance,,,,,,,Ongoing,
166101287,58312,Walkerana leptodactyla,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
166101287,58312,Walkerana leptodactyla,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Future,
166101476,58314,Walkerana phrynoderma,9.3.3,Herbicides and pesticides,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166101476,58314,Walkerana phrynoderma,4.1,Roads & railroads,2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
166101476,58314,Walkerana phrynoderma,9.4,Garbage & solid waste,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166101476,58314,Walkerana phrynoderma,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166101476,58314,Walkerana phrynoderma,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166101476,58314,Walkerana phrynoderma,11.5,Other impacts,2.3.7,Reduced reproductive success,,,,,,,Future,
166101476,58314,Walkerana phrynoderma,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
166102173,58377,Micrixalus elegans,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102173,58377,Micrixalus elegans,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166102173,58377,Micrixalus elegans,7.2.9,Small dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102173,58377,Micrixalus elegans,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102173,58377,Micrixalus elegans,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
166102173,58377,Micrixalus elegans,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
166102173,58377,Micrixalus elegans,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166102249,58379,Micrixalus gadgili,11.5,Other impacts,1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102249,58379,Micrixalus gadgili,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
166102352,58383,Micrixalus phyllophilus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166102352,58383,Micrixalus phyllophilus,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102352,58383,Micrixalus phyllophilus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
166102352,58383,Micrixalus phyllophilus,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166102352,58383,Micrixalus phyllophilus,11.3,Temperature extremes,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
166102352,58383,Micrixalus phyllophilus,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102352,58383,Micrixalus phyllophilus,8.1.1,Unspecified species,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,"eucalyptus, lantana, acacia, wattle, pinewoods",Ongoing,
166102455,58385,Micrixalus silvaticus,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
166102455,58385,Micrixalus silvaticus,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
166102455,58385,Micrixalus silvaticus,7.2.9,Small dams,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102455,58385,Micrixalus silvaticus,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Ongoing,
166102455,58385,Micrixalus silvaticus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102455,58385,Micrixalus silvaticus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102455,58385,Micrixalus silvaticus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102455,58385,Micrixalus silvaticus,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102542,58387,Micrixalus thampii,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102542,58387,Micrixalus thampii,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,Minority (<50%),,,Ongoing,
166102542,58387,Micrixalus thampii,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
166102542,58387,Micrixalus thampii,7.2.9,Small dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102542,58387,Micrixalus thampii,9.1.1,Sewage,1.2,Ecosystem degradation,,,,Minority (<50%),,,Ongoing,
166102542,58387,Micrixalus thampii,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Ongoing,
166102542,58387,Micrixalus thampii,7.2.3,Abstraction of surface water (agricultural use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102542,58387,Micrixalus thampii,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166102719,58395,Nyctibatrachus aliciae,4.1,Roads & railroads,2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
166102719,58395,Nyctibatrachus aliciae,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,Minority (<50%),,,Ongoing,
166102719,58395,Nyctibatrachus aliciae,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166102719,58395,Nyctibatrachus aliciae,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166102719,58395,Nyctibatrachus aliciae,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
166102719,58395,Nyctibatrachus aliciae,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166102930,58399,Nyctibatrachus karnatakaensis,6.1,Recreational activities,2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
166102930,58399,Nyctibatrachus karnatakaensis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
166102930,58399,Nyctibatrachus karnatakaensis,4.1,Roads & railroads,2.1,Species mortality,,,,,,,Ongoing,
166102930,58399,Nyctibatrachus karnatakaensis,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,,,,Unknown,
166103114,58401,Nyctibatrachus major,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,6.1,Recreational activities,2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,9.3.3,Herbicides and pesticides,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103114,58401,Nyctibatrachus major,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166103238,58402,Nyctibatrachus minor,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
166103238,58402,Nyctibatrachus minor,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
166103238,58402,Nyctibatrachus minor,4.1,Roads & railroads,2.1,Species mortality,,,,,,,Ongoing,
166103238,58402,Nyctibatrachus minor,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166103238,58402,Nyctibatrachus minor,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
166103238,58402,Nyctibatrachus minor,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103238,58402,Nyctibatrachus minor,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
166103339,58403,Nyctibatrachus sanctipalustris,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166103339,58403,Nyctibatrachus sanctipalustris,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
166103339,58403,Nyctibatrachus sanctipalustris,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166103461,58404,Nyctibatrachus sylvaticus,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103461,58404,Nyctibatrachus sylvaticus,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103461,58404,Nyctibatrachus sylvaticus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166103461,58404,Nyctibatrachus sylvaticus,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166104490,58571,Ingerana charlesdarwini,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166104490,58571,Ingerana charlesdarwini,11.2,Droughts,2.3.7,Reduced reproductive success,,,,Unknown,Unknown,,Ongoing,
166104490,58571,Ingerana charlesdarwini,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166104490,58571,Ingerana charlesdarwini,8.1.2,Named species,1.2,Ecosystem degradation,,Axis axis,,Unknown,Unknown,,Ongoing,
166104490,58571,Ingerana charlesdarwini,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Ongoing,
166104490,58571,Ingerana charlesdarwini,8.1.2,Named species,2.1|2.3.2,Species mortality|Competition,,Hoplobatrachus tigerinus,,Unknown,Unknown,,Ongoing,
166105738,58788,Chirixalus dudhwaensis,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166105738,58788,Chirixalus dudhwaensis,4.1,Roads & railroads,2.1,Species mortality,,,,,,,Ongoing,
166105738,58788,Chirixalus dudhwaensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166106548,58829,Raorchestes chalazodes,11.3,Temperature extremes,1.2,Ecosystem degradation,,,,,,,Future,
166106548,58829,Raorchestes chalazodes,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166106548,58829,Raorchestes chalazodes,11.1,Habitat shifting & alteration,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Future,
166106548,58829,Raorchestes chalazodes,11.2,Droughts,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Future,
166106548,58829,Raorchestes chalazodes,5.2.2,Unintentional effects (species is not the target),2.1|2.2,Species mortality|Species disturbance,,,,,,,Ongoing,
166106548,58829,Raorchestes chalazodes,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
166106548,58829,Raorchestes chalazodes,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
166106955,58847,Raorchestes glandulosus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166106955,58847,Raorchestes glandulosus,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166106955,58847,Raorchestes glandulosus,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
166106955,58847,Raorchestes glandulosus,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,,,,Unknown,
166106955,58847,Raorchestes glandulosus,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
166106955,58847,Raorchestes glandulosus,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166106955,58847,Raorchestes glandulosus,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107068,58849,Raorchestes griet,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107068,58849,Raorchestes griet,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,,,,Ongoing,
166107068,58849,Raorchestes griet,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
166107068,58849,Raorchestes griet,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107068,58849,Raorchestes griet,11.1,Habitat shifting & alteration,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Future,
166107469,58876,Philautus namdaphaensis,8.1.2,Named species,1.2,Ecosystem degradation,,Unspecified Mikania,,,,,Ongoing,
166107469,58876,Philautus namdaphaensis,8.1.2,Named species,1.2,Ecosystem degradation,,Lantana camara,,,,,Ongoing,
166107469,58876,Philautus namdaphaensis,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107469,58876,Philautus namdaphaensis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107469,58876,Philautus namdaphaensis,12.1,Other threat,1.2,Ecosystem degradation,,,,,,,Ongoing,
166107469,58876,Philautus namdaphaensis,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107469,58876,Philautus namdaphaensis,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166107945,58903,Raorchestes signatus,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166107945,58903,Raorchestes signatus,9.3.3,Herbicides and pesticides,1.1|1.2|2.3.7,Ecosystem conversion|Ecosystem degradation|Reduced reproductive success,,,,Unknown,Unknown,,Ongoing,
166107945,58903,Raorchestes signatus,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,11.3,Temperature extremes,1.2|2.3.8,Ecosystem degradation|Other,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,11.5,Other impacts,1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
166107945,58903,Raorchestes signatus,11.1,Habitat shifting & alteration,1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,,,,Ongoing,
166108604,58926,Raorchestes tinniens,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166108604,58926,Raorchestes tinniens,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166108604,58926,Raorchestes tinniens,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
166108604,58926,Raorchestes tinniens,9.3.3,Herbicides and pesticides,1.1|1.2|2.3.7,Ecosystem conversion|Ecosystem degradation|Reduced reproductive success,,,,Unknown,Unknown,,Ongoing,
166108604,58926,Raorchestes tinniens,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
166108604,58926,Raorchestes tinniens,6.3,Work & other activities,2.1,Species mortality,,,,,,,Ongoing,
166108604,58926,Raorchestes tinniens,8.1.1,Unspecified species,2.1,Species mortality,,,,,,"Domestic, feral cat species",Ongoing,
